"","X","company_name","year","status_label_1yr","status_label_2yr","status_label_3yr","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X17","X18","X1_1yr","X1_2yr","X1_3yr","X2_1yr","X2_2yr","X2_3yr","X3_1yr","X3_2yr","X3_3yr","X4_1yr","X4_2yr","X4_3yr","X5_1yr","X5_2yr","X5_3yr","X6_1yr","X6_2yr","X6_3yr","X7_1yr","X7_2yr","X7_3yr","X8_1yr","X8_2yr","X8_3yr","X9_1yr","X9_2yr","X9_3yr","X10_1yr","X10_2yr","X10_3yr","X11_1yr","X11_2yr","X11_3yr","X12_1yr","X12_2yr","X12_3yr","X13_1yr","X13_2yr","X13_3yr","X14_1yr","X14_2yr","X14_3yr","X15_1yr","X15_2yr","X15_3yr","X17_1yr","X17_2yr","X17_3yr","X18_1yr","X18_2yr","X18_3yr"
"5318",8110,"C_1853",2006,"alive","alive","alive",65.888,14.944,5.117,-35.567,0,-51.841,13.446,231.9988,29.498,91.478,98.216,-40.684,14.554,22.667,-727.542,129.651,65.065,50.288,26.607,97.234,11.528,15.402,29.109,5.083,4.553,3.991,-31.042,-73.543,-53.547,0,0,0,2.779,-78.942,-58.653,5.284,0.874,10.719,138.1008,221.6703,554.3934,18.669,3.665,24.412,72.577,46.26,118.85,72.373,40.934,40.178,-36.125,-78.096,-57.538,7.141,-11.737,-4.697,16.544,23.603,30.458,-675.758,-678.191,-599.363,93.25,70.87,70.636,49.711,77.208,77.959
"5319",8111,"C_1853",2007,"alive","alive","alive",58.088,17.056,6.155,1.711,0,-12.326,12.135,447.3376,84.252,84.815,50.85,-4.444,67.196,23.6,-739.868,84.497,82.541,65.888,50.288,26.607,14.944,11.528,15.402,5.117,5.083,4.553,-35.567,-31.042,-73.543,0,0,0,-51.841,2.779,-78.942,13.446,5.284,0.874,231.9988,138.1008,221.6703,29.498,18.669,3.665,91.478,72.577,46.26,98.216,72.373,40.934,-40.684,-36.125,-78.096,14.554,7.141,-11.737,22.667,16.544,23.603,-727.542,-675.758,-678.191,129.651,93.25,70.87,65.065,49.711,77.208
"5320",8112,"C_1853",2008,"alive","alive","alive",38.704,17.387,6.721,-32.013,0,-45.245,16.686,87.0902,67.987,67.173,63.274,-38.734,50.6,26.992,-785.106,98.574,100,58.088,65.888,50.288,17.056,14.944,11.528,6.155,5.117,5.083,1.711,-35.567,-31.042,0,0,0,-12.326,-51.841,2.779,12.135,13.446,5.284,447.3376,231.9988,138.1008,84.252,29.498,18.669,84.815,91.478,72.577,50.85,98.216,72.373,-4.444,-40.684,-36.125,67.196,14.554,7.141,23.6,22.667,16.544,-739.868,-727.542,-675.758,84.497,129.651,93.25,82.541,65.065,49.711
"5321",8113,"C_1853",2009,"alive","alive","alive",32.152,9.094,6.831,23.394,0,0.55,7.231,141.8858,98.43,52.824,13.341,16.563,89.336,18.678,-784.554,35.298,75.036,38.704,58.088,65.888,17.387,17.056,14.944,6.721,6.155,5.117,-32.013,1.711,-35.567,0,0,0,-45.245,-12.326,-51.841,16.686,12.135,13.446,87.0902,447.3376,231.9988,67.987,84.252,29.498,67.173,84.815,91.478,63.274,50.85,98.216,-38.734,-4.444,-40.684,50.6,67.196,14.554,26.992,23.6,22.667,-785.106,-739.868,-727.542,98.574,84.497,129.651,100,82.541,65.065
"5322",8114,"C_1853",2010,"alive","alive","alive",58.88,13.627,5.721,-61.301,0,-68.756,20.864,146.1588,33.641,74.252,13.694,-67.022,20.014,35.528,-853.31,50.661,94.942,32.152,38.704,58.088,9.094,17.387,17.056,6.831,6.721,6.155,23.394,-32.013,1.711,0,0,0,0.55,-45.245,-12.326,7.231,16.686,12.135,141.8858,87.0902,447.3376,98.43,67.987,84.252,52.824,67.173,84.815,13.341,63.274,50.85,16.563,-38.734,-4.444,89.336,50.6,67.196,18.678,26.992,23.6,-784.554,-785.106,-739.868,35.298,98.574,84.497,75.036,100,82.541
"5323",8115,"C_1853",2011,"alive","alive","alive",62.695,38.34,5.357,-26.598,0,-32.743,12.332,40.3731,58.196,78.036,33.524,-31.955,19.856,21.01,-886.053,63.025,84.794,58.88,32.152,38.704,13.627,9.094,17.387,5.721,6.831,6.721,-61.301,23.394,-32.013,0,0,0,-68.756,0.55,-45.245,20.864,7.231,16.686,146.1588,141.8858,87.0902,33.641,98.43,67.987,74.252,52.824,67.173,13.694,13.341,63.274,-67.022,16.563,-38.734,20.014,89.336,50.6,35.528,18.678,26.992,-853.31,-784.554,-785.106,50.661,35.298,98.574,94.942,75.036,100
"5324",8116,"C_1853",2012,"alive","alive","alive",95.837,33.812,4.124,-47.426,0,-71.065,8.249,197.8728,33.782,105.676,37.653,-51.55,-0.03,23.833,-957.11,84.209,81.208,62.695,58.88,32.152,38.34,13.627,9.094,5.357,5.721,6.831,-26.598,-61.301,23.394,0,0,0,-32.743,-68.756,0.55,12.332,20.864,7.231,40.3731,146.1588,141.8858,58.196,33.641,98.43,78.036,74.252,52.824,33.524,13.694,13.341,-31.955,-67.022,16.563,19.856,20.014,89.336,21.01,35.528,18.678,-886.053,-853.31,-784.554,63.025,50.661,35.298,84.794,94.942,75.036
"5325",8117,"C_1853",2013,"alive","alive","alive",127.06,24.462,2.9,-54.977,0,-124.058,3.781,709.2478,35.451,134.782,35.15,-57.877,10.989,29.645,-1081.177,138.769,90.428,95.837,62.695,58.88,33.812,38.34,13.627,4.124,5.357,5.721,-47.426,-26.598,-61.301,0,0,0,-71.065,-32.743,-68.756,8.249,12.332,20.864,197.8728,40.3731,146.1588,33.782,58.196,33.641,105.676,78.036,74.252,37.653,33.524,13.694,-51.55,-31.955,-67.022,-0.03,19.856,20.014,23.833,21.01,35.528,-957.11,-886.053,-853.31,84.209,63.025,50.661,81.208,84.794,94.942
"5326",8123,"C_1855",2002,"alive","alive","alive",892.926,171.822,46.167,27.538,23.496,-15.426,50.137,650.6008,408.113,1102.979,250,-18.629,236.291,247.606,432.203,500.202,380.575,950.715,859.881,895.586,175.511,244.419,249.454,84.942,92.364,56.469,15.061,98.042,299.277,30.172,72.781,68.378,-196.178,39.643,170.789,44.79,41.805,90.165,1421.1374,859.166,3966.7489,418.749,582.047,811.161,1207.961,1207.79,1346.284,452.86,229.8,229.8,-69.881,5.678,242.808,243.238,337.628,561.707,153.405,193.91,227.226,446.582,718.709,818.664,611.03,429.26,471.426,403.688,484.005,511.884
"5327",8124,"C_1855",2003,"alive","alive","alive",857.589,236.781,44.1,34.968,48.888,62.907,51.562,961.9356,452.908,1051.104,260.19,-9.132,216.127,142.361,494.32,406.213,417.94,892.926,950.715,859.881,171.822,175.511,244.419,46.167,84.942,92.364,27.538,15.061,98.042,23.496,30.172,72.781,-15.426,-196.178,39.643,50.137,44.79,41.805,650.6008,1421.1374,859.166,408.113,418.749,582.047,1102.979,1207.961,1207.79,250,452.86,229.8,-18.629,-69.881,5.678,236.291,243.238,337.628,247.606,153.405,193.91,432.203,446.582,718.709,500.202,611.03,429.26,380.575,403.688,484.005
"5328",8125,"C_1855",2004,"alive","alive","alive",684.766,270.445,41.6,8.329,60.204,-145.106,70.159,538.1038,474.99,963.506,260.19,-33.271,204.545,177.644,346.92,453.183,466.661,857.589,892.926,950.715,236.781,171.822,175.511,44.1,46.167,84.942,34.968,27.538,15.061,48.888,23.496,30.172,62.907,-15.426,-196.178,51.562,50.137,44.79,961.9356,650.6008,1421.1374,452.908,408.113,418.749,1051.104,1102.979,1207.961,260.19,250,452.86,-9.132,-18.629,-69.881,216.127,236.291,243.238,142.361,247.606,153.405,494.32,432.203,446.582,406.213,500.202,611.03,417.94,380.575,403.688
"5329",8126,"C_1855",2005,"alive","alive","alive",660.644,193.645,15.4,-9.384,23.423,-148.432,47.876,638.5325,310.145,737.399,225,-24.784,116.5,138.605,195.001,367.954,319.529,684.766,857.589,892.926,270.445,236.781,171.822,41.6,44.1,46.167,8.329,34.968,27.538,60.204,48.888,23.496,-145.106,62.907,-15.426,70.159,51.562,50.137,538.1038,961.9356,650.6008,474.99,452.908,408.113,963.506,1051.104,1102.979,260.19,260.19,250,-33.271,-9.132,-18.629,204.545,216.127,236.291,177.644,142.361,247.606,346.92,494.32,432.203,453.183,406.213,500.202,466.661,417.94,380.575
"5330",8127,"C_1855",2006,"alive","alive","alive",681.268,162.47,17.5,-25.16,28.717,30.843,34.127,459.9727,255.208,715.402,225,-42.66,92.738,65.235,231.803,293.244,280.368,660.644,684.766,857.589,193.645,270.445,236.781,15.4,41.6,44.1,-9.384,8.329,34.968,23.423,60.204,48.888,-148.432,-145.106,62.907,47.876,70.159,51.562,638.5325,538.1038,961.9356,310.145,474.99,452.908,737.399,963.506,1051.104,225,260.19,260.19,-24.784,-33.271,-9.132,116.5,204.545,216.127,138.605,177.644,142.361,195.001,346.92,494.32,367.954,453.183,406.213,319.529,466.661,417.94
"5331",8128,"C_1855",2007,"alive","alive","alive",681.423,97.22,10.6,-26.975,9.926,-9.615,23.204,355.5048,167.4,700.087,0,-37.575,70.18,256.76,224.686,275.991,194.375,681.268,660.644,684.766,162.47,193.645,270.445,17.5,15.4,41.6,-25.16,-9.384,8.329,28.717,23.423,60.204,30.843,-148.432,-145.106,34.127,47.876,70.159,459.9727,638.5325,538.1038,255.208,310.145,474.99,715.402,737.399,963.506,225,225,260.19,-42.66,-24.784,-33.271,92.738,116.5,204.545,65.235,138.605,177.644,231.803,195.001,346.92,293.244,367.954,453.183,280.368,319.529,466.661
"5332",8129,"C_1855",2008,"alive","alive","alive",409.472,60.571,5.6,-7.721,4.095,-10.19,11.735,289.7064,114.774,450.107,0,-13.321,54.203,24.253,210.467,39.227,122.495,681.423,681.268,660.644,97.22,162.47,193.645,10.6,17.5,15.4,-26.975,-25.16,-9.384,9.926,28.717,23.423,-9.615,30.843,-148.432,23.204,34.127,47.876,355.5048,459.9727,638.5325,167.4,255.208,310.145,700.087,715.402,737.399,0,225,225,-37.575,-42.66,-24.784,70.18,92.738,116.5,256.76,65.235,138.605,224.686,231.803,195.001,275.991,293.244,367.954,194.375,280.368,319.529
"5333",8130,"C_1855",2009,"alive","alive","alive",398.84,34.614,6.974,-23.018,2.342,-17.434,7.528,393.7113,73.682,429.076,0,-29.992,39.068,21.805,194.355,31.373,96.7,409.472,681.423,681.268,60.571,97.22,162.47,5.6,10.6,17.5,-7.721,-26.975,-25.16,4.095,9.926,28.717,-10.19,-9.615,30.843,11.735,23.204,34.127,289.7064,355.5048,459.9727,114.774,167.4,255.208,450.107,700.087,715.402,0,0,225,-13.321,-37.575,-42.66,54.203,70.18,92.738,24.253,256.76,65.235,210.467,224.686,231.803,39.227,275.991,293.244,122.495,194.375,280.368
"5334",8131,"C_1855",2010,"alive","alive","alive",364.894,7.221,4.867,-13.865,0,-17.759,0,318.8485,8.895,367.552,0,-18.732,1.674,8.097,175.171,21.286,22.76,398.84,409.472,681.423,34.614,60.571,97.22,6.974,5.6,10.6,-23.018,-7.721,-26.975,2.342,4.095,9.926,-17.434,-10.19,-9.615,7.528,11.735,23.204,393.7113,289.7064,355.5048,73.682,114.774,167.4,429.076,450.107,700.087,0,0,0,-29.992,-13.321,-37.575,39.068,54.203,70.18,21.805,24.253,256.76,194.355,210.467,224.686,31.373,39.227,275.991,96.7,122.495,194.375
"5335",8132,"C_1855",2011,"alive","alive","alive",330.143,1.357,0.349,-8.479,0,6.769,4.66,261.408,2.593,368.677,0,-8.828,1.236,6.013,179.822,16.78,11.072,364.894,398.84,409.472,7.221,34.614,60.571,4.867,6.974,5.6,-13.865,-23.018,-7.721,0,2.342,4.095,-17.759,-17.434,-10.19,0,7.528,11.735,318.8485,393.7113,289.7064,8.895,73.682,114.774,367.552,429.076,450.107,0,0,0,-18.732,-29.992,-13.321,1.674,39.068,54.203,8.097,21.805,24.253,175.171,194.355,210.467,21.286,31.373,39.227,22.76,96.7,122.495
"5336",8133,"C_1855",2012,"alive","alive","alive",291.611,59.664,15.3,27.661,0,20.693,17.257,322.0297,100.104,466.495,9.984,12.361,40.44,15.378,200.718,34.533,72.443,330.143,364.894,398.84,1.357,7.221,34.614,0.349,4.867,6.974,-8.479,-13.865,-23.018,0,0,2.342,6.769,-17.759,-17.434,4.66,0,7.528,261.408,318.8485,393.7113,2.593,8.895,73.682,368.677,367.552,429.076,0,0,0,-8.828,-18.732,-29.992,1.236,1.674,39.068,6.013,8.097,21.805,179.822,175.171,194.355,16.78,21.286,31.373,11.072,22.76,96.7
"5337",8134,"C_1855",2013,"alive","alive","alive",281.581,74.909,19.185,21.272,0,14.195,24.904,354.2676,120.028,538.039,79.858,2.087,45.119,30.433,220.483,114.104,98.756,291.611,330.143,364.894,59.664,1.357,7.221,15.3,0.349,4.867,27.661,-8.479,-13.865,0,0,0,20.693,6.769,-17.759,17.257,4.66,0,322.0297,261.408,318.8485,100.104,2.593,8.895,466.495,368.677,367.552,9.984,0,0,12.361,-8.828,-18.732,40.44,1.236,1.674,15.378,6.013,8.097,200.718,179.822,175.171,34.533,16.78,21.286,72.443,11.072,22.76
"5338",8154,"C_1858",2002,"alive","alive","alive",3.317,6.369,0.685,2.898,0.06,-1.35,2.084,1.1741,21.937,6.177,7.234,2.213,15.568,11.966,-233.092,20.959,19.039,5.332,9.189,13.941,7.248,19.355,30.758,0.721,1.02,1.323,4.384,3.143,-4.982,0.09,0.325,0.625,2.132,0.817,-10.773,2.896,4.338,7.189,4.3699,2.7518,8.8619,23.768,37.587,56.346,8.288,16.445,24.63,10.966,7.813,8.162,3.663,2.123,-6.305,16.52,18.232,25.588,9.119,20,28.322,-231.154,-232.845,-233.248,21.28,28.555,37.199,19.384,34.444,61.328
"5339",8155,"C_1858",2003,"alive","alive","alive",2.838,5.046,0.474,1.876,0.047,0.353,1.313,2.0826,19.346,6.53,7.135,1.402,14.3,13.237,-232.797,21.116,17.47,3.317,5.332,9.189,6.369,7.248,19.355,0.685,0.721,1.02,2.898,4.384,3.143,0.06,0.09,0.325,-1.35,2.132,0.817,2.084,2.896,4.338,1.1741,4.3699,2.7518,21.937,23.768,37.587,6.177,8.288,16.445,7.234,10.966,7.813,2.213,3.663,2.123,15.568,16.52,18.232,11.966,9.119,20,-233.092,-231.154,-232.845,20.959,21.28,28.555,19.039,19.384,34.444
"5340",8156,"C_1858",2004,"alive","alive","alive",3.185,5.178,0.502,1.478,0.071,-1.195,2.171,7.5202,20.071,15.921,6.649,0.976,14.893,10.721,-50.653,18.134,18.593,2.838,3.317,5.332,5.046,6.369,7.248,0.474,0.685,0.721,1.876,2.898,4.384,0.047,0.06,0.09,0.353,-1.35,2.132,1.313,2.084,2.896,2.0826,1.1741,4.3699,19.346,21.937,23.768,6.53,6.177,8.288,7.135,7.234,10.966,1.402,2.213,3.663,14.3,15.568,16.52,13.237,11.966,9.119,-232.797,-233.092,-231.154,21.116,20.959,21.28,17.47,19.039,19.384
"5341",8157,"C_1859",2002,"alive","alive","alive",219.549,1120.3,121.702,221.156,9.777,61.627,153.214,1373.2049,1341.456,1062.878,0,99.454,221.156,165.873,547.251,415.235,1120.3,236.067,206.777,188.827,1075.147,1022.7,850.177,116.043,109.107,99.955,195.372,191.928,202.156,8.432,7.329,5.296,47.744,48.023,60.011,129.881,139.107,138.428,1159.7904,799.663,663.8203,1270.519,1214.628,1052.333,964.014,927.207,896.879,20,105,120,79.329,82.821,102.201,195.372,191.928,202.156,152.257,101.419,121.206,490.899,447.909,404.625,373.965,391.123,402.107,1075.147,1022.7,850.177
"5342",8158,"C_1859",2003,"alive","alive","alive",305.287,1205.094,135.168,252.672,9.877,73.727,163.075,1553.6259,1457.766,1121.527,0,117.504,252.672,142.475,613.174,412.416,1205.094,219.549,236.067,206.777,1120.3,1075.147,1022.7,121.702,116.043,109.107,221.156,195.372,191.928,9.777,8.432,7.329,61.627,47.744,48.023,153.214,129.881,139.107,1373.2049,1159.7904,799.663,1341.456,1270.519,1214.628,1062.878,964.014,927.207,0,20,105,99.454,79.329,82.821,221.156,195.372,191.928,165.873,152.257,101.419,547.251,490.899,447.909,415.235,373.965,391.123,1120.3,1075.147,1022.7
"5343",8159,"C_1859",2004,"alive","alive","alive",351.256,1392.18,144.535,285.863,9.658,87.31,198.603,1793.0427,1678.043,1225.775,0,141.328,285.863,157.566,690.174,452.606,1392.18,305.287,219.549,236.067,1205.094,1120.3,1075.147,135.168,121.702,116.043,252.672,221.156,195.372,9.877,9.777,8.432,73.727,61.627,47.744,163.075,153.214,129.881,1553.6259,1373.2049,1159.7904,1457.766,1341.456,1270.519,1121.527,1062.878,964.014,0,0,20,117.504,99.454,79.329,252.672,221.156,195.372,142.475,165.873,152.257,613.174,547.251,490.899,412.416,415.235,373.965,1205.094,1120.3,1075.147
"5344",8160,"C_1859",2005,"alive","alive","alive",367.632,1644.774,162.462,327.073,10.951,98.534,260.138,1564.574,1971.847,1385.762,0,164.611,327.073,217.917,777.001,523.311,1644.774,351.256,305.287,219.549,1392.18,1205.094,1120.3,144.535,135.168,121.702,285.863,252.672,221.156,9.658,9.877,9.777,87.31,73.727,61.627,198.603,163.075,153.214,1793.0427,1553.6259,1373.2049,1678.043,1457.766,1341.456,1225.775,1121.527,1062.878,0,0,0,141.328,117.504,99.454,285.863,252.672,221.156,157.566,142.475,165.873,690.174,613.174,547.251,452.606,412.416,415.235,1392.18,1205.094,1120.3
"5345",8161,"C_1859",2006,"alive","alive","alive",361.041,1741.338,167.516,339.217,10.85,98.643,256.01,1316.9257,2080.555,1478.173,100,171.701,339.217,190.91,862.196,607.822,1741.338,367.632,351.256,305.287,1644.774,1392.18,1205.094,162.462,144.535,135.168,327.073,285.863,252.672,10.951,9.658,9.877,98.534,87.31,73.727,260.138,198.603,163.075,1564.574,1793.0427,1553.6259,1971.847,1678.043,1457.766,1385.762,1225.775,1121.527,0,0,0,164.611,141.328,117.504,327.073,285.863,252.672,217.917,157.566,142.475,777.001,690.174,613.174,523.311,452.606,412.416,1644.774,1392.18,1205.094
"5346",8162,"C_1859",2007,"alive","alive","alive",329.167,1790.591,166.994,280.596,10.747,75.357,233.157,1198.4522,2071.187,1321.408,0,113.602,280.596,166.989,923.242,488.62,1790.591,361.041,367.632,351.256,1741.338,1644.774,1392.18,167.516,162.462,144.535,339.217,327.073,285.863,10.85,10.951,9.658,98.643,98.534,87.31,256.01,260.138,198.603,1316.9257,1564.574,1793.0427,2080.555,1971.847,1678.043,1478.173,1385.762,1225.775,100,0,0,171.701,164.611,141.328,339.217,327.073,285.863,190.91,217.917,157.566,862.196,777.001,690.174,607.822,523.311,452.606,1741.338,1644.774,1392.18
"5347",8163,"C_1859",2008,"alive","alive","alive",331.884,1895.125,167.435,270.474,10.644,67.58,208.76,1241.1278,2165.599,1275.318,0,103.039,270.474,201.37,819.365,529.788,1895.125,329.167,361.041,367.632,1790.591,1741.338,1644.774,166.994,167.516,162.462,280.596,339.217,327.073,10.747,10.85,10.951,75.357,98.643,98.534,233.157,256.01,260.138,1198.4522,1316.9257,1564.574,2071.187,2080.555,1971.847,1321.408,1478.173,1385.762,0,100,0,113.602,171.701,164.611,280.596,339.217,327.073,166.989,190.91,217.917,923.242,862.196,777.001,488.62,607.822,523.311,1790.591,1741.338,1644.774
"5348",8164,"C_1859",2009,"alive","alive","alive",284.504,1417.656,155.315,248.814,12.725,56.584,194.51,1423.5606,1666.47,1173.009,0,93.499,248.814,146.741,773.334,468.359,1417.656,331.884,329.167,361.041,1895.125,1790.591,1741.338,167.435,166.994,167.516,270.474,280.596,339.217,10.644,10.747,10.85,67.58,75.357,98.643,208.76,233.157,256.01,1241.1278,1198.4522,1316.9257,2165.599,2071.187,2080.555,1275.318,1321.408,1478.173,0,0,100,103.039,113.602,171.701,270.474,280.596,339.217,201.37,166.989,190.91,819.365,923.242,862.196,529.788,488.62,607.822,1895.125,1790.591,1741.338
"5349",8165,"C_1859",2010,"alive","alive","alive",297.699,1534.103,152.242,280.917,16.868,80.039,208.262,1641.777,1815.02,1151.552,0,128.675,280.917,168.44,724.796,482.577,1534.103,284.504,331.884,329.167,1417.656,1895.125,1790.591,155.315,167.435,166.994,248.814,270.474,280.596,12.725,10.644,10.747,56.584,67.58,75.357,194.51,208.76,233.157,1423.5606,1241.1278,1198.4522,1666.47,2165.599,2071.187,1173.009,1275.318,1321.408,0,0,0,93.499,103.039,113.602,248.814,270.474,280.596,146.741,201.37,166.989,773.334,819.365,923.242,468.359,529.788,488.62,1417.656,1895.125,1790.591
"5350",8166,"C_1859",2011,"alive","alive","alive",341.331,1691.832,158.634,311.018,30.212,102.757,232.825,1755.6368,2002.85,1302.416,0,152.384,311.018,198.825,774.824,577.269,1691.832,297.699,284.504,331.884,1534.103,1417.656,1895.125,152.242,155.315,167.435,280.917,248.814,270.474,16.868,12.725,10.644,80.039,56.584,67.58,208.262,194.51,208.76,1641.777,1423.5606,1241.1278,1815.02,1666.47,2165.599,1151.552,1173.009,1275.318,0,0,0,128.675,93.499,103.039,280.917,248.814,270.474,168.44,146.741,201.37,724.796,773.334,819.365,482.577,468.359,529.788,1534.103,1417.656,1895.125
"5351",8167,"C_1859",2012,"alive","alive","alive",319.187,1718.518,166.957,317.868,23.26,103.034,224.651,1587.2625,2036.386,1334.9,70,150.911,317.868,176.193,754.461,620.003,1718.518,341.331,297.699,284.504,1691.832,1534.103,1417.656,158.634,152.242,155.315,311.018,280.917,248.814,30.212,16.868,12.725,102.757,80.039,56.584,232.825,208.262,194.51,1755.6368,1641.777,1423.5606,2002.85,1815.02,1666.47,1302.416,1151.552,1173.009,0,0,0,152.384,128.675,93.499,311.018,280.917,248.814,198.825,168.44,146.741,774.824,724.796,773.334,577.269,482.577,468.359,1691.832,1534.103,1417.656
"5352",8168,"C_1859",2013,"alive","alive","alive",349.661,1732.846,173.019,296.337,15.743,86.785,251.311,1798.2172,2029.183,1354.097,40,123.318,296.337,167.731,826.211,581.578,1732.846,319.187,341.331,297.699,1718.518,1691.832,1534.103,166.957,158.634,152.242,317.868,311.018,280.917,23.26,30.212,16.868,103.034,102.757,80.039,224.651,232.825,208.262,1587.2625,1755.6368,1641.777,2036.386,2002.85,1815.02,1334.9,1302.416,1151.552,70,0,0,150.911,152.384,128.675,317.868,311.018,280.917,176.193,198.825,168.44,754.461,774.824,724.796,620.003,577.269,482.577,1718.518,1691.832,1534.103
"5353",8174,"C_186",2002,"alive","alive","alive",75.928,86.254,2.474,16.712,16.612,9.717,35.764,188.0043,102.966,285.431,12.222,14.238,16.712,46.869,-45.736,116.356,86.254,163.848,172.072,137.884,67.143,62.443,64.287,2.295,1.982,1.896,27.631,15.005,16.4,14.14,9.88,8.624,-29.926,7.717,13.862,24.538,39.188,37.504,479.4798,386.7778,811.2543,94.774,77.448,80.687,235.086,213.225,164.645,18.896,20,0,25.336,13.023,14.504,27.631,15.005,16.4,24.376,18.728,18.428,-55.45,-20.78,-27.052,77.546,53.872,22.761,67.143,62.443,64.287
"5354",8175,"C_186",2003,"alive","alive","alive",83.443,109.647,6.43,22.878,20.216,13.922,33.375,274.839,132.525,290.54,5.903,16.448,22.878,44.53,-29.871,103.11,109.647,75.928,163.848,172.072,86.254,67.143,62.443,2.474,2.295,1.982,16.712,27.631,15.005,16.612,14.14,9.88,9.717,-29.926,7.717,35.764,24.538,39.188,188.0043,479.4798,386.7778,102.966,94.774,77.448,285.431,235.086,213.225,12.222,18.896,20,14.238,25.336,13.023,16.712,27.631,15.005,46.869,24.376,18.728,-45.736,-55.45,-20.78,116.356,77.546,53.872,86.254,67.143,62.443
"5355",8176,"C_186",2004,"alive","alive","alive",66.289,26.059,8.493,0.108,21.098,-35.272,15.659,163.8385,113.275,251.169,0.096,-8.385,87.216,42.02,-64.637,96.501,113.167,83.443,75.928,163.848,109.647,86.254,67.143,6.43,2.474,2.295,22.878,16.712,27.631,20.216,16.612,14.14,13.922,9.717,-29.926,33.375,35.764,24.538,274.839,188.0043,479.4798,132.525,102.966,94.774,290.54,285.431,235.086,5.903,12.222,18.896,16.448,14.238,25.336,22.878,16.712,27.631,44.53,46.869,24.376,-29.871,-45.736,-55.45,103.11,116.356,77.546,109.647,86.254,67.143
"5356",8177,"C_186",2005,"alive","alive","alive",105.863,19.103,7.36,1.657,9.419,5.968,18.351,230.096,87.794,222.691,0,-5.703,68.691,20.866,-40.157,41.297,86.137,66.289,83.443,75.928,26.059,109.647,86.254,8.493,6.43,2.474,0.108,22.878,16.712,21.098,20.216,16.612,-35.272,13.922,9.717,15.659,33.375,35.764,163.8385,274.839,188.0043,113.275,132.525,102.966,251.169,290.54,285.431,0.096,5.903,12.222,-8.385,16.448,14.238,87.216,22.878,16.712,42.02,44.53,46.869,-64.637,-29.871,-45.736,96.501,103.11,116.356,113.167,109.647,86.254
"5357",8178,"C_186",2006,"alive","alive","alive",194.858,4.661,3.85,-13.155,4.203,60.325,4.161,586.3839,47.514,197.893,0,-17.005,42.853,20.164,-12.333,20.207,60.669,105.863,66.289,83.443,19.103,26.059,109.647,7.36,8.493,6.43,1.657,0.108,22.878,9.419,21.098,20.216,5.968,-35.272,13.922,18.351,15.659,33.375,230.096,163.8385,274.839,87.794,113.275,132.525,222.691,251.169,290.54,0,0.096,5.903,-5.703,-8.385,16.448,68.691,87.216,22.878,20.866,42.02,44.53,-40.157,-64.637,-29.871,41.297,96.501,103.11,86.137,113.167,109.647
"5358",8179,"C_186",2007,"alive","alive","alive",158.934,0.747,0.458,-68.716,2.636,-48.668,10.771,1233.7646,14.024,167.173,0.223,-69.174,13.277,19.184,-66.131,28.108,82.74,194.858,105.863,66.289,4.661,19.103,26.059,3.85,7.36,8.493,-13.155,1.657,0.108,4.203,9.419,21.098,60.325,5.968,-35.272,4.161,18.351,15.659,586.3839,230.096,163.8385,47.514,87.794,113.275,197.893,222.691,251.169,0,0,0.096,-17.005,-5.703,-8.385,42.853,68.691,87.216,20.164,20.866,42.02,-12.333,-40.157,-64.637,20.207,41.297,96.501,60.669,86.137,113.167
"5359",8180,"C_186",2008,"alive","alive","alive",89.619,0.68,0.474,-84.237,1.892,-84.169,6.348,316.4467,3.181,98.222,0.164,-84.711,2.501,24.989,-151.59,34.798,87.418,158.934,194.858,105.863,0.747,4.661,19.103,0.458,3.85,7.36,-68.716,-13.155,1.657,2.636,4.203,9.419,-48.668,60.325,5.968,10.771,4.161,18.351,1233.7646,586.3839,230.096,14.024,47.514,87.794,167.173,197.893,222.691,0.223,0,0,-69.174,-17.005,-5.703,13.277,42.853,68.691,19.184,20.164,20.866,-66.131,-12.333,-40.157,28.108,20.207,41.297,82.74,60.669,86.137
"5360",8181,"C_186",2009,"alive","alive","alive",112.52,1.135,0.471,-80.691,0.585,-90.853,2.358,910.9581,2.96,119.008,0.098,-81.162,1.825,44.7,-242.464,54.809,83.651,89.619,158.934,194.858,0.68,0.747,4.661,0.474,0.458,3.85,-84.237,-68.716,-13.155,1.892,2.636,4.203,-84.169,-48.668,60.325,6.348,10.771,4.161,316.4467,1233.7646,586.3839,3.181,14.024,47.514,98.222,167.173,197.893,0.164,0.223,0,-84.711,-69.174,-17.005,2.501,13.277,42.853,24.989,19.184,20.164,-151.59,-66.131,-12.333,34.798,28.108,20.207,87.418,82.74,60.669
"5361",8182,"C_186",2010,"alive","alive","failed",71.325,2.255,0.418,-55.566,3.14,-73.109,0.909,782.6853,4.028,77.618,0.038,-55.984,1.773,18.052,-315.575,28.351,59.594,112.52,89.619,158.934,1.135,0.68,0.747,0.471,0.474,0.458,-80.691,-84.237,-68.716,0.585,1.892,2.636,-90.853,-84.169,-48.668,2.358,6.348,10.771,910.9581,316.4467,1233.7646,2.96,3.181,14.024,119.008,98.222,167.173,0.098,0.164,0.223,-81.162,-84.711,-69.174,1.825,2.501,13.277,44.7,24.989,19.184,-242.464,-151.59,-66.131,54.809,34.798,28.108,83.651,87.418,82.74
